"Electricity statistics (MW/GWh) by Country/area, Technology, Data Type, Grid connection and Year"

"Country/area","Technology","Data Type","Grid connection","Year",Electricity statistics (MW/GWh)
"Algeria","Coal and peat","Electricity Generation (GWh)","On-grid","2020",-
"Algeria","Coal and peat","Electricity Generation (GWh)","Off-grid","2020",-
"Algeria","Coal and peat","Electricity Installed Capacity (MW)","All","2020",-
"Algeria","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2020",-
"Algeria","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Algeria","Oil","Electricity Generation (GWh)","All","2020",277.00
"Algeria","Oil","Electricity Generation (GWh)","On-grid","2020",277.00
"Algeria","Oil","Electricity Generation (GWh)","Off-grid","2020",-
"Algeria","Oil","Electricity Installed Capacity (MW)","All","2020",1561.90
"Algeria","Oil","Electricity Installed Capacity (MW)","On-grid","2020",373.00
"Algeria","Oil","Electricity Installed Capacity (MW)","Off-grid","2020",1188.90
"Algeria","Natural gas","Electricity Generation (GWh)","All","2020",78155.00
"Algeria","Natural gas","Electricity Generation (GWh)","On-grid","2020",78155.00
"Algeria","Natural gas","Electricity Generation (GWh)","Off-grid","2020",-
"Algeria","Natural gas","Electricity Installed Capacity (MW)","All","2020",23201.60
"Algeria","Natural gas","Electricity Installed Capacity (MW)","On-grid","2020",23201.60
"Algeria","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Algeria","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2020",-
"Algeria","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2020",-
"Algeria","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2020",-
"Algeria","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2020",-
"Algeria","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2020",-
"Algeria","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Algeria","Nuclear","Electricity Generation (GWh)","All","2020",-
"Algeria","Nuclear","Electricity Generation (GWh)","On-grid","2020",-
"Algeria","Nuclear","Electricity Generation (GWh)","Off-grid","2020",-
"Algeria","Nuclear","Electricity Installed Capacity (MW)","All","2020",-
"Algeria","Nuclear","Electricity Installed Capacity (MW)","On-grid","2020",-
"Algeria","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Algeria","Other non-renewable energy","Electricity Generation (GWh)","All","2020",-
"Algeria","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2020",-
"Algeria","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2020",-
"Algeria","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2020",-
"Algeria","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Algeria","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Total Renewable","Electricity Generation (GWh)","All","2020",6.55
"American Samoa","Total Renewable","Electricity Generation (GWh)","On-grid","2020",3.76
"American Samoa","Total Renewable","Electricity Generation (GWh)","Off-grid","2020",2.79
"American Samoa","Total Renewable","Electricity Installed Capacity (MW)","All","2020",4.81
"American Samoa","Total Renewable","Electricity Installed Capacity (MW)","On-grid","2020",3.31
"American Samoa","Total Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",1.50
"American Samoa","Solar photovoltaic","Electricity Generation (GWh)","All","2020",6.55
"American Samoa","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",3.76
"American Samoa","Solar photovoltaic","Electricity Generation (GWh)","Off-grid","2020",2.79
"American Samoa","Solar photovoltaic","Electricity Installed Capacity (MW)","All","2020",4.81
"American Samoa","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",3.31
"American Samoa","Solar photovoltaic","Electricity Installed Capacity (MW)","Off-grid","2020",1.50
"American Samoa","Solar thermal energy","Electricity Generation (GWh)","All","2020",-
"American Samoa","Solar thermal energy","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Solar thermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Solar thermal energy","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Solar thermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Solar thermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Onshore wind energy","Electricity Generation (GWh)","All","2020",-
"American Samoa","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Onshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Onshore wind energy","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Onshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Offshore wind energy","Electricity Generation (GWh)","All","2020",-
"American Samoa","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Offshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Offshore wind energy","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Offshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Renewable hydropower","Electricity Generation (GWh)","All","2020",-
"American Samoa","Renewable hydropower","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Renewable hydropower","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Renewable hydropower","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Renewable hydropower","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Renewable hydropower","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Mixed Hydro Plants","Electricity Generation (GWh)","All","2020",-
"American Samoa","Mixed Hydro Plants","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Mixed Hydro Plants","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Mixed Hydro Plants","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Mixed Hydro Plants","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Mixed Hydro Plants","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Marine energy","Electricity Generation (GWh)","All","2020",-
"American Samoa","Marine energy","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Marine energy","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Marine energy","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Marine energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Marine energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Solid biofuels","Electricity Generation (GWh)","All","2020",-
"American Samoa","Solid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Solid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Solid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Solid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Solid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Renewable municipal waste","Electricity Generation (GWh)","All","2020",-
"American Samoa","Renewable municipal waste","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Renewable municipal waste","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Renewable municipal waste","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Renewable municipal waste","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Renewable municipal waste","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Liquid biofuels","Electricity Generation (GWh)","All","2020",-
"American Samoa","Liquid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Liquid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Liquid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Liquid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Liquid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Biogas","Electricity Generation (GWh)","All","2020",-
"American Samoa","Biogas","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Biogas","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Biogas","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Biogas","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Biogas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Geothermal energy","Electricity Generation (GWh)","All","2020",-
"American Samoa","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Geothermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Geothermal energy","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Total Non-Renewable","Electricity Generation (GWh)","All","2020",170.50
"American Samoa","Total Non-Renewable","Electricity Generation (GWh)","On-grid","2020",169.62
"American Samoa","Total Non-Renewable","Electricity Generation (GWh)","Off-grid","2020",0.88
"American Samoa","Total Non-Renewable","Electricity Installed Capacity (MW)","All","2020",39.71
"American Samoa","Total Non-Renewable","Electricity Installed Capacity (MW)","On-grid","2020",38.75
"American Samoa","Total Non-Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",0.96
"American Samoa","Pumped storage","Electricity Generation (GWh)","All","2020",-
"American Samoa","Pumped storage","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Pumped storage","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Pumped storage","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Coal and peat","Electricity Generation (GWh)","All","2020",-
"American Samoa","Coal and peat","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Coal and peat","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Coal and peat","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Oil","Electricity Generation (GWh)","All","2020",170.50
"American Samoa","Oil","Electricity Generation (GWh)","On-grid","2020",169.62
"American Samoa","Oil","Electricity Generation (GWh)","Off-grid","2020",0.88
"American Samoa","Oil","Electricity Installed Capacity (MW)","All","2020",39.71
"American Samoa","Oil","Electricity Installed Capacity (MW)","On-grid","2020",38.75
"American Samoa","Oil","Electricity Installed Capacity (MW)","Off-grid","2020",0.96
"American Samoa","Natural gas","Electricity Generation (GWh)","All","2020",-
"American Samoa","Natural gas","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Natural gas","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Natural gas","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Natural gas","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2020",-
"American Samoa","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Nuclear","Electricity Generation (GWh)","All","2020",-
"American Samoa","Nuclear","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Nuclear","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Nuclear","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Nuclear","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2020",-
"American Samoa","Other non-renewable energy","Electricity Generation (GWh)","All","2020",-
"American Samoa","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2020",-
"American Samoa","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2020",-
"American Samoa","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2020",-
"American Samoa","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"American Samoa","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Andorra","Total Renewable","Electricity Generation (GWh)","All","2020",142.17
"Andorra","Total Renewable","Electricity Generation (GWh)","On-grid","2020",142.17
"Andorra","Total Renewable","Electricity Generation (GWh)","Off-grid","2020",-
"Andorra","Total Renewable","Electricity Installed Capacity (MW)","All","2020",54.08
"Andorra","Total Renewable","Electricity Installed Capacity (MW)","On-grid","2020",54.08
"Andorra","Total Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Andorra","Solar photovoltaic","Electricity Generation (GWh)","All","2020",0.94
"Andorra","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",0.94
"Andorra","Solar photovoltaic","Electricity Generation (GWh)","Off-grid","2020",-
"Andorra","Solar photovoltaic","Electricity Installed Capacity (MW)","All","2020",3.08
"Andorra","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",3.08
"Andorra","Solar photovoltaic","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Andorra","Solar thermal energy","Electricity Generation (GWh)","All","2020",-
"Andorra","Solar thermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Andorra","Solar thermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Andorra","Solar thermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Andorra","Solar thermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Andorra","Solar thermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
